Administering_IC_K99,Congressional_District_K99,Department_K99,Organization_Name_K99,Organization_City_K99,Organization_State_K99,Organization_Type_K99,Funding_IC.s._K99,K99_inst_pub_priv,same_dept,same_insti,Administering_IC_R00,Congressional_District_R00,Department_R00,Organization_Name_R00,Organization_City_R00,Organization_State_R00,Organization_Type_R00,Fiscal_Year_R00,Funding_IC.s._R00,R00_inst_pub_priv,Grant_type,Retained_Y_N,years_to_obtain_R01,Obtained_R01,ga_gender,K99_pub_priv,R00_pub_priv,Top_25_NIH_funding_K99,Top_25_NIH_funding_R00
NHLBI,18,GENETICS,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NHLBI,Private,FALSE,FALSE,NHLBI,26,NONE,FLORIDA_INTERNATIONAL_U_R00,MIAMI,FL,SCHOOLS OF MEDICINE,2022,NHLBI,Public,Unknown,LEFT,0,NO,male,Private,Public,YES,NO
NIAAA,2,UnavaiLABle,U_OF_IOWA_K99,IOWA CITY,IA,Domestic Higher Education,NIAAA,Public,FALSE,TRUE,NIAAA,2,NEUROSCIENCES,U_OF_IOWA_R00,IOWA CITY,IA,SCHOOLS OF MEDICINE,2019,NIAAA,Public,R01,STAYED,2,YES,female,Public,Public,NO,NO
NIA,5,ANATOMY/CELL BIOLOGY,HARVARD_U_K99,CAMBRIDGE,MA,SCHOOLS OF ARTS AND SCIENCES,NIA,Private,FALSE,FALSE,NIA,20,BIOLOGY,U_OF_TEXAS_SAN_ANTONIO_R00,SAN ANTONIO,TX,SCHOOLS OF ARTS AND SCIENCES,2017,NIA,Public,Unknown,LEFT,6,NO,male,Private,Public,NO,NO
NICHD,27,UnavaiLABle,CALIFORNIA_INST_OF_TECH_K99,PASADENA,CA,Domestic Higher Education,NICHD,Private,FALSE,FALSE,NICHD,13,BIOCHEMISTRY,U_OF_CALIFORNIA_BERKELEY_R00,BERKELEY,CA,GRADUATE SCHOOLS,2021,NICHD,public,Unknown,LEFT,2,NO,female,Private,public,NO,NO
NIDA,3,NEUROLOGY,U_OF_KANSAS_MED_CTR_K99,KANSAS CITY,KS,SCHOOLS OF MEDICINE,NIDA,Public,TRUE,TRUE,NIDA,3,NEUROLOGY,U_OF_KANSAS_MED_CTR_R00,KANSAS CITY,KS,SCHOOLS OF MEDICINE,2010,NIDA,Public,Unknown,STAYED,12,NO,female,Public,Public,NO,NO
NEI,12,BIOCHEMISTRY,AUGUSTA_U_K99,AUGUSTA,GA,SCHOOLS OF MEDICINE,NEI,Public,TRUE,TRUE,NEI,12,BIOCHEMISTRY,AUGUSTA_U_R00,AUGUSTA,GA,SCHOOLS OF MEDICINE,2009,NEI,Public,R01,STAYED,5,YES,female,Public,Public,NO,NO
NICHD,3,OBSTETRICS & GYNECOLOGY,U_OF_KANSAS_MED_CTR_K99,KANSAS CITY,KS,SCHOOLS OF MEDICINE,NICHD,Public,FALSE,TRUE,NICHD,3,UnavaiLABle,U_OF_KANSAS_MED_CTR_R00,KANSAS CITY,KS,Domestic Higher Education,2014,NICHD,Public,Unknown,STAYED,9,NO,male,Public,Public,NO,NO
NICHD,8,UnavaiLABle,US_NATIONAL_INST/CHILD_HLTH/HUMAN_DEV_K99,BETHESDA,MD,Research Institutes,NICHD,Public,FALSE,FALSE,NICHD,10,ANATOMY/CELL BIOLOGY,RBHS-NEW_JERSEY_MED_SCH_R00,NEWARK,NJ,SCHOOLS OF MEDICINE,2012,NICHD,Public,Unknown,LEFT,10,NO,female,Public,Public,NO,NO
NCI,4,BIOLOGY,DUKE_U_K99,DURHAM,NC,SCHOOLS OF ARTS AND SCIENCES,NCI,Private,FALSE,FALSE,NCI,1,BIOCHEMISTRY,STATE_U_NEW_YORK_STONY_BROOK_R00,STONY BROOK,NY,SCHOOLS OF MEDICINE,2014,NCI,Public,R01,LEFT,4,YES,male,Private,Public,YES,NO
NCI,7,UnavaiLABle,FRED_HUTCHINSON_CANCER_RES_CTR_K99,SEATTLE,WA,Research Institutes,NCI,Private,FALSE,FALSE,NCI,3,INTERNAL MEDICINE/MEDICINE,OREGON_HEALTH_&_SCI_U_R00,PORTLAND,OR,SCHOOLS OF MEDICINE,2016,NCI,Public,R01,LEFT,5,YES,female,Private,Public,YES,NO
NLM,13,NONE,U_OF_ILLINOIS_AT_URBANA-CHAMPAIGN_K99,CHAMPAIGN,IL,ORGANIZED RESEARCH UNITS,NLM,Public,FALSE,FALSE,NLM,18,ENGINEERING (ALL TYPES),U_OF_HOUSTON_R00,HOUSTON,TX,BIOMED ENGR/COL ENGR/ENGR STA,2014,NLM,Public,R01,LEFT,6,YES,male,Public,Public,NO,NO
NICHD,16,ANATOMY/CELL BIOLOGY,NORTHEAST_OHIO_MED_U_K99,ROOTSTOWN,OH,SCHOOLS OF MEDICINE,NICHD,Private,FALSE,FALSE,NICHD,1,BIOLOGY,NORTHERN_ARIZONA_U_R00,FLAGSTAFF,AZ,SCHOOLS OF ARTS AND SCIENCES,2022,NICHD,Public,Unknown,LEFT,0,NO,male,Private,Public,NO,NO
NCI,18,PEDIATRICS,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NCI,Private,FALSE,FALSE,NCI,9,INTERNAL MEDICINE/MEDICINE,U_OF_TX_MD_ANDERSON_CAN_CTR_R00,HOUSTON,TX,HOSPITALS,2017,NCI,Public,R01,LEFT,3,YES,male,Private,Public,YES,NO
NEI,7,OPHTHALMOLOGY,U_OF_ILLINOIS_AT_CHICAGO_K99,Chicago,IL,SCHOOLS OF MEDICINE,NEI,Public,TRUE,TRUE,NEI,7,OPHTHALMOLOGY,U_OF_ILLINOIS_AT_CHICAGO_R00,Chicago,IL,SCHOOLS OF MEDICINE,2011,NEI,Public,R01,STAYED,5,YES,male,Public,Public,NO,NO
NINDS,3,NEUROSCIENCES,OREGON_HEALTH_&_SCI_U_K99,PORTLAND,OR,PRIMATE CENTERS,NINDS,Public,TRUE,TRUE,NINDS,3,NEUROSCIENCES,OREGON_HEALTH_&_SCI_U_R00,PORTLAND,OR,PRIMATE CENTERS,2011,NINDS,Public,R01,STAYED,6,YES,female,Public,Public,NO,NO
NHLBI,9,PHYSIOLOGY,U_OF_TOLEDO_HEALTH_SCI_CAMPUS_K99,TOLEDO,OH,SCHOOLS OF MEDICINE,NHLBI,Public,FALSE,FALSE,NHLBI,6,ANATOMY/CELL BIOLOGY,U_OF_SOUTH_CAROLINA_AT_COLUMBIA_R00,COLUMBIA,SC,SCHOOLS OF MEDICINE,2022,NHLBI,Public,Unknown,LEFT,1,NO,male,Public,Public,NO,NO
NHLBI,1,ANATOMY/CELL BIOLOGY,WASHINGTON_U_K99,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,NHLBI,Private,FALSE,FALSE,NHLBI,6,NONE,RBHS-ROBERT_WOOD_JOHNSON_MED_SCH_R00,PISCATAWAY,NJ,OVERALL MEDICAL,2022,NHLBI,Public,Unknown,LEFT,1,NO,male,Private,Public,YES,NO
NHLBI,4,INTERNAL MEDICINE/MEDICINE,DUKE_U_K99,DURHAM,NC,SCHOOLS OF MEDICINE,NHLBI,Private,FALSE,FALSE,NHLBI,1,PHYSIOLOGY,EAST_CAROLINA_U_R00,GREENVILLE,NC,SCHOOLS OF MEDICINE,2014,NHLBI,Public,R01,LEFT,4,YES,male,Private,Public,YES,NO
NICHD,12,PATHOLOGY,U_OF_CALIFORNIA_SAN_FRANCISCO_K99,SAN FRANCISCO,CA,SCHOOLS OF MEDICINE,NICHD,public,FALSE,FALSE,NICHD,3,ANATOMY/CELL BIOLOGY,U_OF_ARIZONA_R00,TUCSON,AZ,SCHOOLS OF MEDICINE,2010,NICHD,public,Unknown,LEFT,13,NO,female,public,public,YES,NO
NHLBI,7,UnavaiLABle,BRIGHAM_&_WOMENS_HOSP_K99,BOSTON,MA,Independent Hospitals,NHLBI,Private,FALSE,FALSE,NHLBI,7,INTERNAL MEDICINE/MEDICINE,U_OF_ALABAMA_AT_BIRMINGHAM_R00,BIRMINGHAM,AL,SCHOOLS OF MEDICINE,2017,NHLBI,public,R01,LEFT,5,YES,male,Private,public,YES,NO
NIDA,2,PHARMACOLOGY,U_OF_UTAH_K99,SALT LAKE CITY,UT,SCHOOLS OF PHARMACY,NIDA,public,FALSE,FALSE,NIDA,At-Large,OTHER BASIC SCIENCES,U_OF_SOUTH_DAKOTA_R00,VERMILLION,SD,SCHOOLS OF MEDICINE,2016,NIDA,Public,Unknown,LEFT,7,NO,female,public,Public,NO,NO
NIDCD,7,BIOLOGY,BOSTON_U_(CHARLES_RIVER_CAMPUS)_K99,BOSTON,MA,SCHOOLS OF ARTS AND SCIENCES,NIDCD,Private,FALSE,FALSE,NIDCD,6,PSYCHOLOGY,RUTGERS_THE_STATE_U_OF_NJ_R00,PISCATAWAY,NJ,SCHOOLS OF ARTS AND SCIENCES,2009,NIDCD,Public,R01,LEFT,4,YES,male,Private,Public,NO,NO
NIDCD,3,PHARMACOLOGY,U_OF_FLORIDA_K99,GAINESVILLE,FL,SCHOOLS OF MEDICINE,NIDCD,public,FALSE,TRUE,NIDCD,3,NEUROSCIENCES,U_OF_FLORIDA_R00,GAINESVILLE,FL,SCHOOLS OF MEDICINE,2016,NIDCD,public,R01,STAYED,6,YES,male,public,public,NO,NO
NINDS,12,PHARMACOLOGY,U_OF_CALIFORNIA_SAN_FRANCISCO_K99,SAN FRANCISCO,CA,SCHOOLS OF MEDICINE,NINDS,public,FALSE,FALSE,NINDS,3,ANATOMY/CELL BIOLOGY,U_OF_CALIFORNIA_AT_DAVIS_R00,DAVIS,CA,SCHOOLS OF MEDICINE,2016,NINDS,Public,R35,LEFT,1,YES,male,public,Public,YES,NO
NIMH,12,NEUROLOGY,NEW_YORK_U_SCH_OF_MED_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NIMH,Private,FALSE,FALSE,NIMH,1,NEUROSCIENCES,U_OF_NEW_MEXICO_HEALTH_ SCI_CTR_R00,ALBUQUERQUE,NM,SCHOOLS OF MEDICINE,2020,NIMH,Public,Unknown,LEFT,2,NO,male,Private,Public,NO,NO
AHRQ,6,PEDIATRICS,U_OF_COLORADO_DENVER_K99,Aurora,CO,SCHOOLS OF MEDICINE,AHRQ,Public,TRUE,TRUE,AHRQ,6,PEDIATRICS,U_OF_COLORADO_DENVER_R00,Aurora,CO,SCHOOLS OF MEDICINE,2015,AHRQ,Public,Unknown,STAYED,8,NO,female,Public,Public,NO,NO
NIGMS,7,BIOLOGY,U_OF_WASHINGTON_K99,SEATTLE,WA,SCHOOLS OF ARTS AND SCIENCES,NIGMS,Public,TRUE,FALSE,NIGMS,3,BIOLOGY,U_OF_MASSACHUSETTS_LOWELL_R00,LOWELL,MA,SCHOOLS OF ARTS AND SCIENCES,2016,NIGMS,Public,R35,LEFT,6,YES,female,Public,Public,YES,NO
NIGMS,13,BIOCHEMISTRY,U_OF_CALIFORNIA_BERKELEY_K99,BERKELEY,CA,SCHOOLS OF ARTS AND SCIENCES,NIGMS,public,FALSE,FALSE,NIGMS,6,BIOLOGY,U_OF_COLORADO_DENVER_R00,Aurora,CO,SCHOOLS OF MEDICINE,2011,NIGMS,Public,R01,LEFT,8,YES,male,public,Public,NO,NO
NCI,7,RADIATION-DIAGNOSTIC/ONCOLOGY,U_OF_ALABAMA_AT_BIRMINGHAM_K99,BIRMINGHAM,AL,SCHOOLS OF MEDICINE,NCI,public,FALSE,FALSE,NCI,3,INTERNAL MEDICINE/MEDICINE,U_OF_LOUISVILLE_R00,LOUISVILLE,KY,SCHOOLS OF MEDICINE,2011,NCI,Public,R01,LEFT,6,YES,female,public,Public,NO,NO
NIDCD,1,NEUROSCIENCES,WASHINGTON_U_K99,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,NIDCD,Private,TRUE,FALSE,NIDCD,30,NEUROSCIENCES,UT_SOUTHWESTERN_MED_CTR_R00,DALLAS,TX,SCHOOLS OF MEDICINE,2012,NIDCD,Public,R01,LEFT,5,YES,male,Private,Public,YES,NO
NIGMS,4,INTERNAL MEDICINE/MEDICINE,DUKE_U_K99,DURHAM,NC,SCHOOLS OF MEDICINE,NIGMS,Private,FALSE,FALSE,NIGMS,4,UnavaiLABle,OREGON_STATE_U_R00,CORVALLIS,OR,Domestic Higher Education,2013,NIGMS,Public,Unknown,LEFT,10,NO,female,Private,Public,YES,NO
NIA,4,PUBLIC HEALTH & PREV MEDICINE,U_OF_NORTH_CAROLINA_CHAPEL_HILL_K99,CHAPEL HILL,NC,SCHOOLS OF PUBLIC HEALTH,NIA,Public,FALSE,FALSE,NIA,14,MICROBIOLOGY/IMMUN/VIROLOGY,U_OF_TEXAS_MED_BR_GALVESTON_R00,GALVESTON,TX,SCHOOLS OF MEDICINE,2017,NIA,Public,R01,LEFT,4,YES,male,Public,Public,YES,NO
NHGRI,18,GENETICS,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NHGRI,Private,FALSE,FALSE,NHGRI,8,BIOCHEMISTRY,MICHIGAN_STATE_U_R00,EAST LANSING,MI,SCHOOLS OF ARTS AND SCIENCES,2014,NHGRI,Public,Unknown,LEFT,9,NO,male,Private,Public,YES,NO
NIA,7,UnavaiLABle,WHITEHEAD_INST_FOR_BIOMED_RES_K99,CAMBRIDGE,MA,Research Institutes,NIA,Private,FALSE,FALSE,NIA,3,BIOCHEMISTRY,OHIO_STATE_U_R00,COLUMBUS,OH,SCHOOLS OF MEDICINE,2018,NIA,Public,DP2,LEFT,3,YES,female,Private,Public,NO,NO
NINDS,7,UnavaiLABle,FRED_HUTCHINSON_CANCER_RES_CTR_K99,SEATTLE,WA,Research Institutes,NINDS,Private,FALSE,FALSE,NINDS,4,NEUROSCIENCES,U_OF_OREGON_R00,EUGENE,OR,ORGANIZED RESEARCH UNITS,2016,NINDS,Public,R01,LEFT,4,YES,male,Private,Public,YES,NO
NIMH,49,UnavaiLABle,SCRIPPS_RES_INST_THE_K99,LA JOLLA,CA,Other Domestic Non-Profits,NIMH,Private,FALSE,FALSE,NIMH,3,PSYCHIATRY,U_OF_FLORIDA_R00,GAINESVILLE,FL,SCHOOLS OF MEDICINE,2013,NIMH,public,Unknown,LEFT,9,NO,female,Private,public,YES,NO
NHLBI,18,INTERNAL MEDICINE/MEDICINE,STANFORD_U_K99,STANFORD,CA,SCHOOLS OF MEDICINE,NHLBI,Private,FALSE,FALSE,NHLBI,5,PUBLIC HEALTH & PREV MEDICINE,U_OF_VIRGINIA_R00,CHARLOTTESVILLE,VA,SCHOOLS OF MEDICINE,2017,NHLBI,public,R01,LEFT,4,YES,male,Private,public,YES,NO
NIDCR,3,DENTISTRY,U_OF_LOUISVILLE_K99,LOUISVILLE,KY,SCHOOLS OF DENTISTRY/ORAL HYGN,NIDCR,Public,FALSE,FALSE,NIDCR,4,MICROBIOLOGY/IMMUN/VIROLOGY,VIRGINIA_COMMONWEALTH_U_R00,RICHMOND,VA,SCHOOLS OF MEDICINE,2020,NIDCR,Public,Unknown,LEFT,3,NO,male,Public,Public,NO,NO
NINDS,52,PHARMACOLOGY,U_OF_CALIFORNIA_SAN_DIEGO_K99,LA JOLLA,CA,SCHOOLS OF MEDICINE,NINDS,public,FALSE,FALSE,NINDS,13,CHEMISTRY,U_OF_CALIFORNIA_BERKELEY_R00,BERKELEY,CA,SCHOOLS OF ARTS AND SCIENCES,2013,NINDS,public,R35,LEFT,3,YES,male,public,public,YES,NO
NIMH,3,PSYCHIATRY,U_OF_CALIFORNIA_AT_DAVIS_K99,DAVIS,CA,SCHOOLS OF MEDICINE,NIMH,Public,TRUE,TRUE,NIMH,3,PSYCHIATRY,U_OF_CALIFORNIA_AT_DAVIS_R00,DAVIS,CA,SCHOOLS OF MEDICINE,2017,NIMH,Public,R01,STAYED,4,YES,female,Public,Public,NO,NO
NIDA,9,NONE,U_OF_TX_MD_ANDERSON_CAN_CTR_K99,HOUSTON,TX,OVERALL MEDICAL,NIDA,Public,TRUE,TRUE,NIDA,9,NONE,U_OF_TX_MD_ANDERSON_CAN_CTR_R00,HOUSTON,TX,OVERALL MEDICAL,2011,NIDA,Public,Unknown,STAYED,11,NO,female,Public,Public,NO,NO
NICHD,6,NONE,RUTGERS_THE_STATE_U_OF_NJ_K99,PISCATAWAY,NJ,ORGANIZED RESEARCH UNITS,NICHD,Public,FALSE,FALSE,NICHD,32,BIOLOGY,U_OF_TEXAS_DALLAS_R00,RICHARDSON,TX,SCHOOLS OF ARTS AND SCIENCES,2019,NICHD,Public,R35,LEFT,2,YES,female,Public,Public,NO,NO
NCI,9,SURGERY,U_OF_TX_MD_ANDERSON_CAN_CTR_K99,HOUSTON,TX,HOSPITALS,NCI,Public,TRUE,TRUE,NCI,9,SURGERY,U_OF_TX_MD_ANDERSON_CAN_CTR_R00,HOUSTON,TX,HOSPITALS,2010,NCI,Public,Unknown,STAYED,12,NO,female,Public,Public,NO,NO
NIGMS,2,MICROBIOLOGY/IMMUN/VIROLOGY,U_OF_WISCONSIN-MADISON_K99,MADISON,WI,SCHOOLS OF MEDICINE,NIGMS,public,FALSE,FALSE,NIGMS,12,BIOCHEMISTRY,PENNSYLVANIA_STATE_R00,UNIVERSITY PARK,PA,SCHOOLS OF ARTS AND SCIENCES,2013,NIGMS,Public,R01,LEFT,6,YES,male,public,Public,YES,NO
NINDS,5,PHARMACOLOGY,VANDERBILT_U_K99,Nashville,TN,SCHOOLS OF MEDICINE,NINDS,Private,TRUE,FALSE,NINDS,3,PHARMACOLOGY,U_OF_FLORIDA_R00,GAINESVILLE,FL,SCHOOLS OF MEDICINE,2021,NINDS,public,Unknown,LEFT,2,NO,male,Private,public,YES,NO
NHLBI,7,OTHER HEALTH PROFESSIONS,U_OF_ILLINOIS_AT_CHICAGO_K99,Chicago,IL,SCH ALLIED HEALTH PROFESSIONS,NHLBI,Public,FALSE,TRUE,NHLBI,7,UnavaiLABle,U_OF_ILLINOIS_AT_CHICAGO_R00,Chicago,IL,Domestic Higher Education,2019,NHLBI,Public,R01,STAYED,2,YES,female,Public,Public,NO,NO
NINR,4,NONE,VIRGINIA_COMMONWEALTH_U_K99,RICHMOND,VA,SCHOOLS OF NURSING,NINR,Public,TRUE,TRUE,NINR,4,NONE,VIRGINIA_COMMONWEALTH_U_R00,RICHMOND,VA,SCHOOLS OF NURSING,2012,NINR,Public,Unknown,STAYED,11,NO,female,Public,Public,NO,NO
NICHD,13,BIOLOGY,KENT_STATE_U_K99,KENT,OH,SCHOOLS OF ARTS AND SCIENCES,NICHD,Public,FALSE,TRUE,NICHD,13,UnavaiLABle,KENT_STATE_U_R00,KENT,OH,Domestic Higher Education,2021,NICHD,Public,Unknown,STAYED,2,NO,female,Public,Public,NO,NO
NIEHS,6,PUBLIC HEALTH & PREV MEDICINE,U_OF_COLORADO_DENVER_K99,Aurora,CO,SCHOOLS OF PUBLIC HEALTH,NIEHS,Public,TRUE,FALSE,NIEHS,9,PUBLIC HEALTH & PREV MEDICINE,U_OF_TEXAS_HLTH_SCI_CTR_HOUSTON_R00,HOUSTON,TX,SCHOOLS OF PUBLIC HEALTH,2020,NIEHS,Public,Unknown,LEFT,3,NO,female,Public,Public,NO,NO
NIAAA,53,PSYCHOLOGY,SAN_DIEGO_STATE_U_K99,SAN DIEGO,CA,SCHOOLS OF ARTS AND SCIENCES,NIAAA,Public,TRUE,TRUE,NIAAA,53,PSYCHOLOGY,SAN_DIEGO_STATE_U_R00,SAN DIEGO,CA,SCHOOLS OF ARTS AND SCIENCES,2016,NIAAA,Public,R01,STAYED,3,YES,female,Public,Public,NO,NO
NHLBI,6,SURGERY,U_OF_COLORADO_DENVER_K99,Aurora,CO,SCHOOLS OF MEDICINE,NHLBI,Public,FALSE,TRUE,NHLBI,6,UnavaiLABle,U_OF_COLORADO_DENVER_R00,Aurora,CO,Domestic Higher Education,2021,NHLBI,Public,Unknown,STAYED,1,NO,male,Public,Public,NO,NO
NIGMS,1,ANATOMY/CELL BIOLOGY,WASHINGTON_U_K99,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,NIGMS,Private,FALSE,FALSE,NIGMS,6,BIOLOGY,U_OF_COLORADO_DENVER_R00,Aurora,CO,SCHOOLS OF MEDICINE,2012,NIGMS,Public,R01,LEFT,4,YES,male,Private,Public,YES,NO
NHLBI,3,PHARMACOLOGY,U_OF_CALIFORNIA_AT_DAVIS_K99,DAVIS,CA,SCHOOLS OF MEDICINE,NHLBI,Public,TRUE,TRUE,NHLBI,3,PHARMACOLOGY,U_OF_CALIFORNIA_AT_DAVIS_R00,DAVIS,CA,SCHOOLS OF MEDICINE,2020,NHLBI,Public,Unknown,STAYED,3,NO,male,Public,Public,NO,NO
NIMH,3,PSYCHOLOGY,YALE_U_K99,NEW HAVEN,CT,SCHOOLS OF ARTS AND SCIENCES,NIMH,Private,TRUE,FALSE,NIMH,5,PSYCHOLOGY,U_OF_VIRGINIA_R00,CHARLOTTESVILLE,VA,SCHOOLS OF ARTS AND SCIENCES,2009,NIMH,public,Unknown,LEFT,14,NO,male,Private,public,YES,NO
NIA,3,NEUROLOGY,U_OF_KANSAS_MED_CTR_K99,KANSAS CITY,KS,SCHOOLS OF MEDICINE,NIA,Public,TRUE,TRUE,NIA,3,NEUROLOGY,U_OF_KANSAS_MED_CTR_R00,KANSAS CITY,KS,SCHOOLS OF MEDICINE,2018,NIA,Public,R01,STAYED,3,YES,female,Public,Public,NO,NO
NCI,7,BIOCHEMISTRY,JOHNS_HOPKINS_U_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NCI,Private,FALSE,FALSE,NCI,9,BIOLOGY,U_OF_TOLEDO_HEALTH_SCI_CAMPUS_R00,TOLEDO,OH,SCHOOLS OF MEDICINE,2013,NCI,Public,Unknown,LEFT,10,NO,female,Private,Public,YES,NO
NICHD,7,PHARMACOLOGY,U_OF_MARYLAND_BALTIMORE_K99,BALTIMORE,MD,SCHOOLS OF MEDICINE,NICHD,public,FALSE,FALSE,NICHD,1,PSYCHOLOGY,WEST_VIRGINIA_U_R00,MORGANTOWN,WV,SCHOOLS OF ARTS AND SCIENCES,2020,NICHD,Public,Unknown,LEFT,2,NO,female,public,Public,NO,NO
NIDA,4,PSYCHOLOGY,U_OF_NORTH_CAROLINA_CHAPEL_HILL_K99,CHAPEL HILL,NC,SCHOOLS OF ARTS AND SCIENCES,NIDA,Public,FALSE,FALSE,NIDA,16,BIOLOGY,U_OF_TEXAS_EL_PASO_R00,EL PASO,TX,SCHOOLS OF ARTS AND SCIENCES,2021,NIDA,Public,Unknown,LEFT,2,NO,male,Public,Public,YES,NO
NIGMS,3,BIOCHEMISTRY,YALE_U_K99,NEW HAVEN,CT,SCHOOLS OF MEDICINE,NIGMS,Private,TRUE,FALSE,NIGMS,4,BIOCHEMISTRY,IOWA_STATE_U_R00,AMES,IA,SCHOOLS OF ARTS AND SCIENCES,2017,NIGMS,Public,R01,LEFT,4,YES,male,Private,Public,YES,NO
NIDA,9,ANATOMY/CELL BIOLOGY,U_OF_TOLEDO_HEALTH_SCI_CAMPUS_K99,TOLEDO,OH,SCHOOLS OF MEDICINE,NIDA,Public,FALSE,FALSE,NIDA,13,PHARMACOLOGY,WAYNE_STATE_U_R00,DETROIT,MI,SCHOOLS OF PHARMACY,2010,NIDA,Public,R01,LEFT,4,YES,female,Public,Public,NO,NO
NCI,12,UnavaiLABle,SLOAN-KETTERING_INST_CAN_RES_K99,NEW YORK,NY,Research Institutes,NCI,Private,FALSE,FALSE,NCI,30,BIOCHEMISTRY,UT_SOUTHWESTERN_MED_CTR_R00,DALLAS,TX,SCHOOLS OF MEDICINE,2018,NCI,Public,Unknown,LEFT,5,NO,male,Private,Public,YES,NO
NCI,4,BIOMEDICAL ENGINEERING,DUKE_U_K99,DURHAM,NC,BIOMED ENGR/COL ENGR/ENGR STA,NCI,Private,TRUE,FALSE,NCI,5,BIOMEDICAL ENGINEERING,U_OF_MARYLAND_COLL_PARK_R00,COLLEGE PARK,MD,BIOMED ENGR/COL ENGR/ENGR STA,2020,NCI,Public,Unknown,LEFT,2,NO,female,Private,Public,YES,NO
NIEHS,18,BIOLOGY,CARNEGIE-MELLON_U_K99,PITTSBURGH,PA,SCHOOLS OF ARTS AND SCIENCES,NIEHS,Private,FALSE,FALSE,NIEHS,10,UnavaiLABle,U_OF_TEXAS_AT_AUSTIN_R00,AUSTIN,TX,Domestic Higher Education,2013,NIEHS,Public,R01,LEFT,3,YES,male,Private,Public,NO,NO
NHLBI,33,INTERNAL MEDICINE/MEDICINE,U_OF_CALIFORNIA_LOS_ANGELES_K99,LOS ANGELES,CA,SCHOOLS OF MEDICINE,NHLBI,Public,FALSE,FALSE,NHLBI,2,PHARMACOLOGY,LSU_HEALTH_SCI_CTR_R00,NEW ORLEANS,LA,SCHOOLS OF MEDICINE,2012,NHLBI,Public,Unknown,LEFT,10,NO,male,Public,Public,YES,NO
NIA,6,OTHER CLINICAL SCIENCES,U_OF_KENTUCKY_K99,LEXINGTON,KY,SCH ALLIED HEALTH PROFESSIONS,NIA,Public,FALSE,FALSE,NIA,3,NONE,U_OF_ARKANSAS_AT_FAYETTEVILLE_R00,FAYETTEVILLE,AR,SCHOOLS OF EDUCATION,2021,NIA,Public,Unknown,LEFT,1,NO,male,Public,Public,NO,NO
NIAID,1,MICROBIOLOGY/IMMUN/VIROLOGY,WASHINGTON_U_K99,SAINT LOUIS,MO,SCHOOLS OF MEDICINE,NIAID,Private,FALSE,FALSE,NIAID,10,PUBLIC HEALTH & PREV MEDICINE,U_OF_GEORGIA_R00,ATHENS,GA,ORGANIZED RESEARCH UNITS,2013,NIAID,public,R01,LEFT,6,YES,male,Private,public,YES,NO
NHLBI,7,MISCELLANEOUS,MASSACHUSETTS_INST_OF_TECH_K99,CAMBRIDGE,MA,ORGANIZED RESEARCH UNITS,NHLBI,Private,FALSE,FALSE,NHLBI,5,BIOLOGY,U_OF_CONNECTICUT_SCH_OF_MED/DNT_R00,FARMINGTON,CT,SCHOOLS OF MEDICINE,2016,NHLBI,Public,R01,LEFT,5,YES,male,Private,Public,NO,NO
NINDS,13,NEUROSCIENCES,COLUMBIA_U_HEALTH_SCI_K99,NEW YORK,NY,SCHOOLS OF MEDICINE,NINDS,Private,TRUE,FALSE,NINDS,4,NEUROSCIENCES,U_OF_OREGON_R00,EUGENE,OR,ORGANIZED RESEARCH UNITS,2021,NINDS,Public,Unknown,LEFT,2,NO,male,Private,Public,YES,NO
NHLBI,1,PSYCHIATRY,U_OF_CINCINNATI_K99,CINCINNATI,OH,SCHOOLS OF MEDICINE,NHLBI,public,FALSE,FALSE,NHLBI,4,VETERINARY SCIENCES,COLORADO_STATE_U_R00,FORT COLLINS,CO,SCHOOLS OF VETERINARY MEDICINE,2017,NHLBI,Public,R01,LEFT,4,YES,male,public,Public,NO,NO
NLM,7,MISCELLANEOUS,HARVARD_MED_SCH_K99,BOSTON,MA,SCHOOLS OF MEDICINE,NLM,Private,FALSE,FALSE,NLM,2,ENGINEERING (ALL TYPES),U_OF_CONNECTICUT_STORRS_R00,STORRS-MANSFIELD,CT,BIOMED ENGR/COL ENGR/ENGR STA,2015,NLM,Public,Unknown,LEFT,7,NO,female,Private,Public,NO,NO
NHLBI,6,INTERNAL MEDICINE/MEDICINE,U_OF_KENTUCKY_K99,LEXINGTON,KY,SCHOOLS OF MEDICINE,NHLBI,Public,FALSE,FALSE,NHLBI,7,NUTRITION,U_OF_ALABAMA_AT_BIRMINGHAM_R00,BIRMINGHAM,AL,SCH ALLIED HEALTH PROFESSIONS,2016,NHLBI,public,R01,LEFT,3,YES,male,Public,public,NO,NO
